ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss
108_mountain,mountain,639,MOUNTAIN,山
109_burn,burn,2102,BURN,燒
110_few,few,1242,FEW,少
111_tongue,tongue,1205,TONGUE,舌頭
112_snake,snake,730,SNAKE,蛇
113_rope,rope,1218,ROPE,繩子
114_louse,louse,1392,LOUSE,獅子
115_wet,wet,1726,WET,濕
116_what,what,1236,WHAT,什麼
117_stone,stone,857,STONE,石頭
118_hand,hand,1277,HAND,手
119_tree,tree,906,TREE,樹
120_bark,bark,1204,BARK,樹皮
121a_countnoun,count [noun],1356,NUMBER,數[名]
121b_countverb,count [verb],1420,COUNT,數[動]
122_who,who,1235,WHO,誰
123_water,water,948,WATER,水
124_fruit,fruit,1507,FRUIT,水果
125_sleep,sleep,1585,SLEEP,睡
126_suck,suck,1421,SUCK,吮
127_say,say,1458,SAY,說
128_split,split,1437,SPLIT,撕裂
129_die,die,1494,DIE,死
130_four,four,1500,FOUR,四
131_he,he,1211,HE,他
132_they,they,817,THEY,他們
133_sun,sun,1343,SUN,太陽
134_lie,lie,1411,LIE (REST),躺
135_day,day,1225,DAY (NOT NIGHT),天
136_sky,sky,1732,SKY,天空
137_hear,hear,1408,HEAR,聽見
138_head,head,1256,HEAD,頭
139_hair,hair,2648,HAIR (HEAD),頭髮
140_earth,earth,1228,EARTH (SOIL),土地
141_spit,spit,1440,SPIT,吐
142_push,push,1452,PUSH,推
143_leg,leg,1297,LEG,腿
144_dig,dig,1418,DIG,挖
145_play,play,1413,PLAY,玩
146_night,night,1233,NIGHT,晚上
147_tail,tail,1220,TAIL,尾巴
148_smell,smell,1586,SMELL (PERCEIVE),聞
149_i,I,1209,I,我
150_we,we,1212,WE,我們
151_five,five,493,FIVE,五
152_fog,fog,249,FOG,霧
153_knee,knee,1371,KNEE,膝
154_wash,wash,1453,WASH,洗
155_think,think,1415,THINK (REFLECT),想
156_small,small,1246,SMALL,小
157_laugh,laugh,1355,LAUGH,笑
158_heart,heart,1223,HEART,心
159_new,new,1231,NEW,新
160_star,star,1430,STAR,星星
161_snow,snow,784,SNOW,雪
162_blood,blood,946,BLOOD,血
163_squeeze,squeeze,1414,SQUEEZE,壓
164_tooth,tooth,1380,TOOTH,牙齒
165_smoke,smoke,778,SMOKE (EXHAUST),煙
166_salt,salt,1274,SALT,鹽
167_eye,eye,1248,EYE,眼睛
168_bite,bite,1403,BITE,咬
169_leaf,leaf,628,LEAF,葉
170_one,one,1493,ONE,一
171_because,because,1157,BECAUSE,因為
172_swim,swim,1439,SWIM,游泳
173_rightside,rightside,1019,RIGHT,右邊
174_fish,fish,227,FISH,魚
175_feather,feather,1201,FEATHER,羽毛
176_rain,rain,658,RAIN (PRECIPITATION),雨
177_round,round,1395,ROUND,圓
178_far,far,1406,FAR,遠
179_moon,moon,1313,MOON,月亮
180_cloud,cloud,1489,CLOUD,雲
181_in,in,1460,IN,在
182_dirty,dirty,1230,DIRTY,髒
183_how,how,1239,HOW,怎麼
184_narrow,narrow,1267,NARROW,窄
185_stand,stand,1442,STAND,站
186_husband,husband,1200,HUSBAND,丈夫
187_this,this,1214,THIS,這
188_here,here,136,HERE,這裡
189_know,know,1410,KNOW (SOMETHING),知道
190_grease,grease,323,FAT (ORGANIC SUBSTANCE),脂肪
191_straight,straight,1404,STRAIGHT,直
192_swell,swell,1573,SWELL,腫大
193_seed,seed,714,SEED,種籽
194_heavy,heavy,1210,HEAVY,重
195_scratch,scratch,1436,SCRATCH,抓
196_claw,claw,72,CLAW,爪子
197_turn,turn,1444,TURN AROUND,轉
198_walk,walk,1443,WALK,走
199_mouth,mouth,674,MOUTH,嘴
200_leftside,leftside,244,LEFT,左邊
201_sit,sit,1416,SIT,坐
202_heartcompound,heart [compound],1223,HEART,心臟
