ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Prosody,Morpheme_Glosses,Partial_Cognacy,Chinese_Characters
XiAn-Liu-2007-201-113-1,,XiAn,Liu-2007-201-113,ʂəŋ²⁴,ʂəŋ²⁴,ʂ ə ŋ ²⁴,,Liu2007,,,,,i n c t,rope/繩,153,繩
Chengdu-Liu-2007-201-113-1,,Chengdu,Liu-2007-201-113,suən²¹⁻⁵⁵ tsɿ⁵³,suən²¹⁻⁵⁵ tsɿ⁵³,s w ə n ²¹ + ts ɿ ⁵³,,Liu2007,,,,,i m n c t + i n t,rope/繩 -child:SUF/子,153 19,繩 子
Chengdu-Liu-2007-201-113-2,,Chengdu,Liu-2007-201-113,suən²¹⁻⁵⁵ sər²¹,suən²¹⁻⁵⁵ sər²¹,s w ə n ²¹ + s ə ²¹,!i,Liu2007,,,,,i m n c t + i n t,rope/繩 rope/索,153 154,繩 索
Chengdu-Liu-2007-201-113-3,,Chengdu,Liu-2007-201-113,so²¹⁻⁵⁵ sər²¹,so²¹⁻⁵⁵ sər²¹,s o ²¹ + s ə ²¹,!i,Liu2007,,,,,i n t + i n t,rope/索 _rope/索,154 35,索 索
Chengdu-Liu-2007-201-113-4,,Chengdu,Liu-2007-201-113,so²¹⁻⁵⁵ tsɿ²¹,so²¹⁻⁵⁵ tsɿ²¹,s o ²¹ + ts ɿ ²¹,!i,Liu2007,,,,,i n t + i n t,rope/索 _-child:SUF/子,154 19,索 子
Nanjing-Liu-2007-201-113-1,,Nanjing,Liu-2007-201-113,sən¹³⁻¹¹ tsɿ⁰,sən¹³⁻¹¹ tsɿ⁰,s ə n ¹³ + ts ɿ ⁰,,Liu2007,,,,,i n c t + i n t,rope/繩 -child:SUF/子,153 19,繩 子
Jixi-Liu-2007-201-113-1,,Jixi,Liu-2007-201-113,ɕiɑ̃⁴⁴,ɕiɑ̃⁴⁴,ɕ j ɑ̃ ⁴⁴,,Liu2007,,,,,i m n t,rope/繩,153,繩
Suzhou-Liu-2007-201-113-1,,Suzhou,Liu-2007-201-113,zən¹³,zən¹³,z ə n ¹³,,Liu2007,,,,,i n c t,rope/繩,153,繩
Wenzhou-Liu-2007-201-113-1,,Wenzhou,Liu-2007-201-113,zeŋ³⁴¹,zeŋ³⁴¹,z e ŋ ³⁴¹,,Liu2007,,,,,i n c t,rope/繩,153,繩
Changsha-Liu-2007-201-113-1,,Changsha,Liu-2007-201-113,sən¹³ tsɿ⁰,sən¹³ tsɿ⁰,s ə n ¹³ + ts ɿ ⁰,,Liu2007,,,,,i n c t + i n t,rope/繩 -child:SUF/子,153 19,繩 子
Changsha-Liu-2007-201-113-2,,Changsha,Liu-2007-201-113,so²⁴ tsɿ⁰,so²⁴ tsɿ⁰,s o ²⁴ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,rope/索 -child:SUF/子,154 19,索 子
Loudi-Liu-2007-201-113-1,,Loudi,Liu-2007-201-113,ʑin¹³ tsɿ⁰,ʑin¹³ tsɿ⁰,ʑ i n ¹³ + ts ɿ ⁰,,Liu2007,,,,,i n c t + i n t,rope/繩 -child:SUF/子,153 19,繩 子
Nanchang-Liu-2007-201-113-1,,Nanchang,Liu-2007-201-113,sɨn⁴⁵ tsɿ⁰,sɨn⁴⁵ tsɿ⁰,s ɨ n ⁴⁵ + ts ɿ ⁰,!b,Liu2007,,,,,i n c t + i n t,rope/繩 -child:SUF/子,153 19,繩 子
Meixian-Liu-2007-201-113-1,,Meixian,Liu-2007-201-113,sok¹,sok¹,s o k ¹,,Liu2007,,,,,i n c t,rope/索,154,索
Guilin-Liu-2007-201-113-1,,Guilin,Liu-2007-201-113,suo⁵⁵ tse²³⁻³³,suo⁵⁵ tse²³⁻³³,s w o ⁵⁵ + ts e ²³,,Liu2007,,,,,i m n t + i n t,rope/索 -child:SUF/子,154 19,索 子
Guangzhou-Liu-2007-201-113-1,,Guangzhou,Liu-2007-201-113,seŋ²¹,seŋ²¹,s e ŋ ²¹,,Liu2007,,,,,i n c t,rope/繩,153,繩
